ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;salas_lançamento;maximo_salas_ocupadas;publico_acumulado;renda_acumulada
2011;Thor;Ficção;Estados Unidos;Estrangeiros;29/04/2011;Paramount;562;562;2581538;28933349
2013;Além da escuridão - Star Trek;Ficção;Estados Unidos;Estrangeiros;14/06/2013;Paramount;562;562;803146;11500353
2011;Capitão América: o primeiro vingador;Ficção;Estados Unidos;Estrangeiros;29/07/2011;Paramount;560;560;2841148;33209899
2017;A morte te dá parabéns;Ficção;Estados Unidos;Estrangeiros;12/10/2017;Universal;557;557;1007676;13637909
2009;Transformers: A Vingança dos Derrotados;Ficção;Estados Unidos;Estrangeiros;23/06/2009;Paramount;554;554;2149681;17483513
2011;X-Men: first class;Ficção;Estados Unidos;Estrangeiros;04/06/2011;Fox;553;553;2692328;24256528.34
2017;Feito na América;Ficção;Estados Unidos;Estrangeiros;14/09/2017;Universal;553;553;553421;8965994
2011;O planeta dos macacos: a origem;Ficção;Estados Unidos;Estrangeiros;26/08/2011;Fox;551;551;2484531;23670825.05
2015;Qualquer Gato Vira-lata 2;Ficção;Brasil;Brasileiros;04/06/2015;Downtown/Paris;551;551;807827;10017232.88
2012;O Lorax - Em Busca da Trúfula Perdida;Animação;Estados Unidos;Estrangeiros;30/03/2012;Universal;541;541;837008;9528683
2013;Dezesseis luas;Ficção;Estados Unidos;Estrangeiros;01/03/2013;Paris;540;540;854947;8794578.61
2014;Tim Maia;Ficção;Brasil;Brasileiros;30/10/2014;Downtown/Paris;540;540;777699;10266056.05
2015;O Destino de Júpiter;Ficção;Estados Unidos;Estrangeiros;05/02/2015;Warner;540;540;1233711;17081394
2012;Alvin e os Esquilos 3;Animação;Estados Unidos;Estrangeiros;06/01/2012;Fox;539;539;5189001;44353838.97
2013;Círculo de Fogo;Ficção;Estados Unidos;Estrangeiros;09/08/2013;Warner;539;539;1165714;14825290.93
2012;007 – Operação Skyfall;Ficção;Estados Unidos, Inglaterra;Estrangeiros;26/10/2012;Sony;537;537;2553352;29714512.2
2016;Vai que dá certo 2;Ficção;Brasil;Brasileiros;07/01/2016;Imagem;536;536;923426;12022063.96
2015;Ted 2;Ficção;Estados Unidos;Estrangeiros;27/08/2015;Universal;535;535;743118;9445707.72
2017;Atômica;Ficção;Estados Unidos;Estrangeiros;31/08/2017;Universal;532;532;374459;5808829
2013;Os instrumentos mortais - Cidade dos ossos;Ficção;Estados Unidos;Estrangeiros;23/08/2013;Paris;529;529;650555;6910214.93
2014;Os Caras de Pau em o Misterioso Roubo do Anel;Ficção;Brasil;Brasileiros;25/12/2014;Imagem;527;527;1892337;22614310.17
2012;Fúria de Titãs 2;Ficção;Estados Unidos;Estrangeiros;30/03/2012;Warner;523;523;2481259;30298118
2015;Linda de morrer;Ficção;Brasil;Brasileiros;20/08/2015;Fox;522;522;948542;12186625
2011;Velozes e furiosos 5;Ficção;Estados Unidos;Estrangeiros;06/05/2011;Universal;521;521;3612670;33424339
2014;Frankenstein - Entre anjos e demônios;Ficção;Estados Unidos;Estrangeiros;24/01/2014;Playarte;520;520;1037248;14107008.31
2014;No Limite do Amanhã;Ficção;Estados Unidos;Estrangeiros;29/05/2014;Warner;519;519;772526;9987535
2013;A Vida Secreta de Walter Mitty;Ficção;Estados Unidos;Estrangeiros;20/12/2013;Fox;517;517;781961;9827483
2017;Monster Trucks;Ficção;Estados Unidos;Estrangeiros;23/02/2017;Paramount;517;517;340868;4555756
2017;D.P.A. - Detetives do Prédio Azul;Ficção;Brasil;Brasileiros;20/07/2017;Downtown/Paris;516;516;1222718;16115370.58
2009;Uma Noite no Museu 2;Ficção;Estados Unidos;Estrangeiros;23/05/2009;Fox;515;515;2602771;21118969
2011;Carros 2;Animação;Estados Unidos;Estrangeiros;23/06/2011;Disney;515;515;3416484;33708676.45
2011;Gigantes de aço;Ficção;Estados Unidos;Estrangeiros;21/10/2011;Disney;515;515;1729539;15692076.12
2016;Porta dos Fundos - Contrato Vitalício;Ficção;Brasil;Brasileiros;30/06/2016;Downtown/Paris;515;515;454569;6208337.13
2017;Jogos mortais: Jigsaw;Ficção;Canadá, Estados Unidos;Estrangeiros;30/11/2017;Paris;515;515;635145;8627964.92
2012;E Aí, Comeu?;Ficção;Brasil;Brasileiros;22/06/2012;Downtown/Paris/RioFilme;514;514;2578599;26078324.43
2014;Drácula: A História Nunca Contada;Ficção;Estados Unidos;Estrangeiros;23/10/2014;Universal;511;511;2710137;32166202.53
2016;Meu Amigo, o Dragão;Ficção;Estados Unidos;Estrangeiros;29/09/2016;Disney;510;510;295835;3910833
2016;Peppa Pig - As Botas de Ouro e Outras Histórias;Animação;Estados Unidos;Estrangeiros;26/05/2016;Warner;510;510;126292;1529643
2013;João e Maria: Caçadores de Bruxas;Ficção;Alemanha, Estados Unidos;Estrangeiros;25/01/2013;Paramount;509;509;3716154;48663644
2013;G.I. Joe: Retaliação;Ficção;Estados Unidos;Estrangeiros;29/03/2013;Paramount;505;505;1441120;18871878
2016;A 5ª Onda;Ficção;Estados Unidos;Estrangeiros;21/01/2016;Sony;505;505;1729177;23254843.4
2013;Se beber, não case! Parte 3;Ficção;Estados Unidos;Estrangeiros;30/05/2013;Warner;504;504;3214071;35154099
2012;Battleship - A Batalha dos Mares;Ficção;Estados Unidos;Estrangeiros;11/05/2012;Universal;503;503;837283;7871841
2016;Masha e o Urso;Animação;Rússia;Estrangeiros;08/12/2016;Paris;503;503;353064;4041931.67
2017;Pai em dose dupla 2;Ficção;Estados Unidos;Estrangeiros;23/11/2017;Paramount;503;503;446461;6229879
2010;A Saga Crepúsculo: eclipse;Ficção;Estados Unidos;Estrangeiros;30/07/2010;Paris;502;502;6180071;52605401.77
2012;Prometheus;Ficção;Estados Unidos;Estrangeiros;15/06/2012;Fox;502;502;1101176;14620554.86
2017;Em ritmo de fuga;Ficção;Estados Unidos, Reino Unido;Estrangeiros;27/07/2017;Sony;502;502;582057;8983166.52
2011;Imortais;Ficção;Estados Unidos;Estrangeiros;30/12/2011;Imagem;499;499;2239658;27634759.7
2009;O Exterminador do Futuro: A Salvação;Ficção;Estados Unidos;Estrangeiros;05/06/2009;Sony;497;497;1385608;12262255.25
2017;Dunkirk;Ficção;Estados Unidos;Estrangeiros;27/07/2017;Warner;497;497;789883;14460260
2010;Toy Story 3;Animação;Estados Unidos;Estrangeiros;18/06/2010;Sony;496;496;4353562;42387443.16
2010;Tron - o legado;Ficção;Estados Unidos;Estrangeiros;17/12/2010;Sony;493;493;1366098;15015865.73
2012;O Motoqueiro Fantasma 2;Ficção;Estados Unidos;Estrangeiros;17/02/2012;Imagem;493;493;2397189;27833833.1
2010;Alice no País das Maravilhas;Ficção;Estados Unidos;Estrangeiros;23/04/2010;Sony;492;492;4344901;47934048.59
2013;Oblivion;Ficção;Estados Unidos;Estrangeiros;12/04/2013;Universal;491;491;1047781;11830879
2014;Vestido pra Casar;Ficção;Brasil;Brasileiros;07/08/2014;Imagem;491;491;1258720;14756458.84
2017;Chocante;Ficção;Brasil;Brasileiros;05/10/2017;Imagem;490;490;155063;2199472.96
2015;O Reino Gelado 2;Animação;Rússia;Estrangeiros;12/11/2015;Califórnia;487;487;400472;5032781.61
2012;O Vingador do Futuro;Ficção;Canadá, Estados Unidos;Estrangeiros;17/08/2012;Sony;485;485;1149566;11678447.75
2015;Goosebumps - Monstros e Arrepios;Ficção;Austrália, Estados Unidos;Estrangeiros;22/10/2015;Sony;482;482;522354;7166419.95
2016;Jason Bourne;Ficção;Estados Unidos;Estrangeiros;28/07/2016;Universal;482;482;648312;10593020.6
2017;O rei do show;Ficção;Estados Unidos;Estrangeiros;25/12/2017;Fox;480;480;368161;5811759
2015;Tomorrowland: Um Lugar Onde Nada é Impossível;Ficção;Estados Unidos;Estrangeiros;04/06/2015;Disney;477;477;676655;8762976
2016;Um Suburbano Sortudo;Ficção;Brasil;Brasileiros;11/02/2016;Downtown/Paris;472;472;1070434;14245429.85
2013;Se puder...dirija!;Ficção;Brasil;Brasileiros;30/08/2013;Disney;471;471;360808;4454754
2016;Gênios do Crime;Ficção;Estados Unidos;Estrangeiros;29/09/2016;Imagem;471;471;617090;8430425.77
2014;Sem Escalas;Ficção;Estados Unidos;Estrangeiros;01/03/2014;Paris;470;470;903041;10596856.19
2013;Vai que dá certo;Ficção;Brasil;Brasileiros;22/03/2013;Imagem;469;469;2729340;28990665.92
2017;Gosto se discute;Ficção;Brasil;Brasileiros;09/11/2017;Imagem;468;468;169485;2400978.15
2013;Crô - O Filme;Ficção;Brasil;Brasileiros;29/11/2013;Downtown/Paris;467;467;1716774;18673695.63
2016;Invasão Zumbi;Ficção;Coréia do Sul;Estrangeiros;29/12/2016;Paris;466;466;424824;5338013.63
2011;Enrolados;Animação;Estados Unidos;Estrangeiros;07/01/2011;Sony;465;465;3943495;39879355.91
2014;Os Homens são de Marte... E é para lá que eu vou;Ficção;Brasil;Brasileiros;29/05/2014;Downtown/Paris;465;465;1793239;21750981.39
2017;Baywatch - S.O.S. Malibu;Ficção;Estados Unidos;Estrangeiros;15/06/2017;Paramount;462;462;648229;8785488
2014;Maze Runner - Correr ou Morrer;Ficção;Estados Unidos;Estrangeiros;18/09/2014;Fox;461;461;1564886;17955118
2017;A Bailarina;Animação;Canadá, França;Estrangeiros;26/01/2017;Paris;461;461;549229;7637393.22
2014;A Lenda de Oz;Animação;Estados Unidos, Índia;Estrangeiros;09/10/2014;Paris;460;460;540780;6740906.11
2016;O Homem nas Trevas;Ficção;Estados Unidos;Estrangeiros;08/09/2016;Sony;460;460;770587;10154033.55
2010;Megamente;Animação;Estados Unidos;Estrangeiros;03/12/2010;Paramount;457;457;1961790;18192334
2015;S.O.S Mulheres ao mar 2;Ficção;Brasil;Brasileiros;22/10/2015;Universal/Europa/Elo Company;454;454;1638272;21119066.91
2017;Corra!;Ficção;Estados Unidos;Estrangeiros;18/05/2017;Universal;454;454;382294;5663785
2012;John Carter: Entre Dois Mundos;Ficção;Estados Unidos;Estrangeiros;09/03/2012;Disney;452;452;1033305;12460852
2014;S. O. S. Mulheres ao Mar;Ficção;Brasil;Brasileiros;20/03/2014;Disney;450;450;1776579;20732500
2016;Sete Homens e um Destino;Ficção;Estados Unidos;Estrangeiros;22/09/2016;Sony;450;450;618236;9448213.19
2011;Os três mosqueteiros;Ficção;Alemanha, França, Reino Unido;Estrangeiros;12/10/2011;Playarte;449;449;1350364;16446724.88
2015;Tinker Bell e o Monstro da Terra do Nunca;Animação;Estados Unidos;Estrangeiros;26/02/2015;Disney;449;449;610854;8401218
2017;My Little Pony - O Filme;Animação;Estados Unidos;Estrangeiros;05/10/2017;Paris;449;449;134406;1794668.19
2012;As Aventuras de Tintim: O Segredo do Licorne;Animação;Estados Unidos;Estrangeiros;20/01/2012;Sony;448;448;1547241;19436961.5
2016;Nerve - Um jogo sem regras;Ficção;Estados Unidos;Estrangeiros;25/08/2016;Paris;448;448;397297;5572820.76
2017;Os Penetras 2 - Quem dá mais?;Ficção;Brasil;Brasileiros;19/01/2017;H2O Films/Universal;447;447;401960;5594424.97
2012;Hotel Transilvânia;Animação;Estados Unidos;Estrangeiros;05/10/2012;Sony;445;445;2530219;31178664.33
2015;Bem Casados;Ficção;Brasil;Brasileiros;03/12/2015;Imagem;445;445;545829;6940418.06
2017;Lino - Uma aventura de sete vidas;Animação;Brasil;Brasileiros;07/09/2017;Fox;445;445;314242;4343921
2010;Nosso lar;Ficção;Brasil;Brasileiros;03/09/2010;Fox;444;444;4060304;36126083
2016;Fallen;Ficção;Estados Unidos;Estrangeiros;08/12/2016;H2O Films;444;444;235604;3021502.7
2014;Annabelle;Ficção;Estados Unidos;Estrangeiros;09/10/2014;Warner;443;443;3719297;41886969
2017;Big Pai, Big Filho;Animação;Bélgica;Estrangeiros;02/11/2017;Imagem;442;442;306126;4216228.66
2017;Além da Morte;Ficção;Estados Unidos;Estrangeiros;19/10/2017;Sony;442;442;241170;3206963.33
2011;As mães de Chico Xavier;Ficção;Brasil;Brasileiros;01/04/2011;Paris;441;441;517330;4598470.13
2010;Fúria de titãs;Ficção;Estados Unidos;Estrangeiros;21/05/2010;Warner;438;438;2502709;28459279
2013;Time Show de Bola;Animação;Holanda;Estrangeiros;29/11/2013;Universal;436;436;347132;3917362
2013;Jack - o Caçador de Gigantes;Ficção;Estados Unidos;Estrangeiros;29/03/2013;Warner;435;435;940169;11801039
2012;Sherlock Holmes: O Jogo das Sombras;Ficção;Estados Unidos;Estrangeiros;13/01/2012;Warner;434;434;2456934;24720866
2015;O agente da U.N.C.L.E;Ficção;Estados Unidos;Estrangeiros;03/09/2015;Warner;434;434;386183;5550773
2009;Os Normais 2;Ficção;Brasil;Brasileiros;28/08/2009;Imagem;433;433;2202640;18978259.88
2015;Kingsman - Serviço Secreto;Ficção;Reino Unido;Estrangeiros;05/03/2015;Fox;433;433;893501;11581438
2014;Need for Speed - O filme;Ficção;Estados Unidos;Estrangeiros;13/03/2014;Disney;432;432;592431;7829526
2010;Resident Evil 4: recomeço;Ficção;Estados Unidos;Estrangeiros;17/09/2010;Sony;430;430;1430951;16399171.76
2011;Besouro Verde;Ficção;Estados Unidos;Estrangeiros;18/02/2011;Sony;430;430;725895;8424485.19
2014;O Doador de Memórias;Ficção;Estados Unidos;Estrangeiros;11/09/2014;Paris;428;428;573704;6639873.79
2016;Um namorado para minha mulher;Ficção;Brasil;Brasileiros;01/09/2016;Downtown/Paris;428;428;665999;9028755.59
2017;Dupla Explosiva;Ficção;Estados Unidos;Estrangeiros;31/08/2017;Califórnia;428;428;239058;3588657.16
2014;Interestelar;Ficção;Estados Unidos;Estrangeiros;06/11/2014;Warner;427;427;1216736;17293804
2017;O Círculo;Ficção;Emirados Árabes Unidos, Estados Unidos;Estrangeiros;22/06/2017;Imagem;427;427;469262;8317518.38
2013;Bons de Bico;Animação;Estados Unidos;Estrangeiros;08/11/2013;Imagem;425;425;945588;10662405.3
2017;A Estrela de Belém;Animação;Estados Unidos;Estrangeiros;30/11/2017;Sony;423;423;481199;6017225.54
2013;O cavaleiro solitário;Ficção;Estados Unidos;Estrangeiros;12/07/2013;Disney;422;422;876634;9361505
2014;Muita calma nessa hora 2;Ficção;Brasil;Brasileiros;17/01/2014;Downtown/Paris;422;422;1429862;15888595.19
2013;Meu Passado me Condena;Ficção;Brasil;Brasileiros;25/10/2013;Downtown/Paris;421;421;3140771;34826391.63
2017;Quatro Vidas de um Cachorro;Ficção;Estados Unidos;Estrangeiros;26/01/2017;Universal;421;421;512313;6858195
2016;Tô ryca!;Ficção;Brasil;Brasileiros;22/09/2016;Downtown/Paris;420;420;1121570;14835057.9
2016;Casamento Grego 2;Ficção;Estados Unidos;Estrangeiros;31/03/2016;Universal;420;420;370117;5518431.45
2014;Pompeia;Ficção;Alemanha, Canadá, Estados Unidos;Estrangeiros;21/02/2014;Imagem;419;419;779766;11741348
2016;O Vendedor de Sonhos;Ficção;Brasil;Brasileiros;08/12/2016;Warner;418;418;673242;9148088
2017;Ninguém entra, ninguém sai;Ficção;Brasil;Brasileiros;04/05/2017;Imagem;418;418;195992;2648634.69
2012;Até que a Sorte nos Separe;Ficção;Brasil;Brasileiros;05/10/2012;Downtown/Paris/RioFilme;417;417;3417510;34712891.76
2015;Férias frustradas;Ficção;Estados Unidos;Estrangeiros;10/09/2015;Warner;416;416;498362;6216386
2012;Espelho, Espelho Meu;Ficção;Estados Unidos;Estrangeiros;06/04/2012;Imagem;415;415;1936376;18649185.7
2010;Robin Hood;Ficção;Estados Unidos;Estrangeiros;14/05/2010;Universal;414;414;1543953;14265925
2015;Busca Implacável 3;Ficção;França;Estrangeiros;22/01/2015;Fox;411;411;1480960;19132457.6
2017;Internet - O Filme;Ficção;Brasil;Brasileiros;23/02/2017;Downtown/Paris;411;411;380166;4915838.38
2017;Bingo - O rei das manhãs;Ficção;Brasil;Brasileiros;24/08/2017;Warner;411;411;249309;3997911
2011;Santuário;Ficção;Estados Unidos;Estrangeiros;04/02/2011;Paris;410;410;670102;8886841.77
2015;Victor Frankenstein;Ficção;Estados Unidos;Estrangeiros;26/11/2015;Fox;409;409;678764;8473819.13
2013;Minha mãe é uma peça;Ficção;Brasil;Brasileiros;21/06/2013;Downtown/Paris;407;407;4600145;49533218.31
2015;Sobrenatural - A origem;Ficção;Estados Unidos;Estrangeiros;30/07/2015;Sony;405;405;624245;7803157.07
2012;As aventuras de Pi;Ficção;Estados Unidos;Estrangeiros;21/12/2012;Fox;404;404;2227413;22506958.78
2012;Resident Evil: Retribuição;Ficção;Estados Unidos;Estrangeiros;14/09/2012;Sony;403;403;1575479;19903346.5
2013;Ender´s Game - O Jogo do Exterminador;Ficção;Estados Unidos;Estrangeiros;20/12/2013;Paris;403;403;478168;5296353.8
2016;Os oito odiados;Ficção;Estados Unidos;Estrangeiros;07/01/2016;Diamond Films do Brasil;403;403;718811;11371474.64
2016;Mais Forte que o Mundo - A História de José Aldo;Ficção;Brasil;Brasileiros;23/06/2016;Downtown/Paris;403;403;565916;7793731.83
2013;Última Viagem a Vegas;Ficção;Estados Unidos;Estrangeiros;06/12/2013;Paris;402;402;697751;8510762.37
2013;Red 2 - Aposentados e ainda mais perigosos;Ficção;Estados Unidos;Estrangeiros;02/08/2013;Paris;402;402;479529;5549617.37
2016;Pai em Dose Dupla;Ficção;Estados Unidos;Estrangeiros;28/01/2016;Paramount;400;400;627732;7970231
2010;Karate Kid;Ficção;Estados Unidos;Estrangeiros;27/08/2010;Sony;399;399;2104863;17682265.01
2011;As viagens de Gulliver;Ficção;Estados Unidos;Estrangeiros;14/01/2011;Fox;397;397;1330938;13368199.14
2013;Elysium;Ficção;Estados Unidos;Estrangeiros;20/09/2013;Sony;396;396;1742686;20140533.5
2014;Made in China;Ficção;Brasil;Brasileiros;06/11/2014;H2O Films;396;396;381889;4171611.46
2016;Águas Rasas;Ficção;Estados Unidos;Estrangeiros;25/08/2016;Sony;396;396;393105;5148335.44
2015;Evereste;Ficção;Estados Unidos;Estrangeiros;24/09/2015;Universal;395;395;423857;7244686.86
2014;Confissões de Adolescente - o Filme;Ficção;Brasil;Brasileiros;10/01/2014;Sony;393;393;816971;8605015.98
2010;Chico Xavier;Ficção;Brasil;Brasileiros;02/04/2010;Sony/Downtown;392;392;3413231;30279855.27
2013;Invocação do mal;Ficção;Estados Unidos;Estrangeiros;13/09/2013;Warner;392;392;1617696;17383281
2016;Caçadores de emoção - Além do limite;Ficção;Estados Unidos;Estrangeiros;28/01/2016;Warner;392;392;420416;6665204
2011;Cilada.com;Ficção;Brasil;Brasileiros;08/07/2011;Downtown/Paris/RioFilme;389;389;2959460;28030183.67
2015;A entidade 2;Ficção;Estados Unidos;Estrangeiros;03/09/2015;Paris;389;389;569119;7257262.11
2016;Em Nome da Lei;Ficção;Brasil;Brasileiros;21/04/2016;Fox;389;389;226978;3196720
2016;Ouija: Origem do Mal;Ficção;Estados Unidos;Estrangeiros;20/10/2016;Universal;388;388;452275;5828111.92
2014;As Aventuras de Paddigton;Ficção;Reino Unido;Estrangeiros;04/12/2014;Diamond Films do Brasil;386;386;353352;3765034.28
2012;Gonzaga - De Pai para Filho;Ficção;Brasil;Brasileiros;26/10/2012;Downtown/Paris/RioFilme;385;385;1460494;14654783.8
2010;Alvin e os Esquilos 2;Animação;Estados Unidos;Estrangeiros;08/01/2010;Fox;384;384;5155971;38823646
2010;Meu Malvado Favorito;Animação;Estados Unidos;Estrangeiros;06/08/2010;Universal;384;384;2425161;23423043
2014;Tarzan;Animação;Alemanha;Estrangeiros;17/01/2014;Imagem;384;384;901617;11868162.44
2016;Reza a Lenda;Ficção;Brasil;Brasileiros;21/01/2016;Imagem;382;382;377670;4979716.42
2014;Quero Matar Meu Chefe 2;Ficção;Estados Unidos;Estrangeiros;04/12/2014;Warner;380;380;577587;7027295
2013;A Viagem ;Ficção;Alemanha, Cingapura, Estados Unidos, Hong Kong;Estrangeiros;11/01/2013;Imagem;379;379;836123;9632084.29
2016;Invasão a Londres;Ficção;Estados Unidos, Reino Unido;Estrangeiros;07/04/2016;Diamond Films do Brasil;379;379;543034;7997457.11
2010;Como treinar seu dragão;Animação;Estados Unidos;Estrangeiros;26/03/2010;Paramount;378;378;2044487;21937784
2013;As Aventuras de Tadeo;Animação;Espanha;Estrangeiros;08/02/2013;Paramount;378;378;601615;7590473
2013;Mato sem cachorro;Ficção;Brasil;Brasileiros;04/10/2013;Imagem;377;377;1134563;11586523.4
2013;O último desafio;Ficção;Estados Unidos;Estrangeiros;18/01/2013;Paris;375;375;452276;4658937.96
2014;Cavaleiros do Zodíaco - A Lenda do Santuário;Animação;Japão;Estrangeiros;11/09/2014;Diamond Films do Brasil;375;375;510641;5732309.93
2012;Looper - Assassinos do Futuro;Ficção;China, Estados Unidos;Estrangeiros;28/09/2012;Paris;374;374;440402;4599864.47
2015;Renascida do Inferno;Ficção;Estados Unidos;Estrangeiros;05/03/2015;Paris;374;374;446515;5464833.27
2017;John Wick – Um Novo Dia para Matar;Ficção;Estados Unidos;Estrangeiros;16/02/2017;Paris;374;374;552133;7749961.63
2014;Juntos e Misturados;Ficção;Estados Unidos;Estrangeiros;17/07/2014;Warner;373;373;1979624;23074147
2011;Terror na água 3D;Ficção;Estados Unidos;Estrangeiros;04/11/2011;Disney;372;372;180341;2385595.78
2016;Um Espião e Meio;Ficção;Estados Unidos;Estrangeiros;11/08/2016;Universal;371;371;391146;5096081.11
2009;Monstros vs Alienígenas;Animação;Estados Unidos;Estrangeiros;03/04/2009;Paramount;370;370;1418995;13576987
2016;Creed: Nascido para lutar;Ficção;Estados Unidos;Estrangeiros;14/01/2016;Warner;370;370;740667;10372472
2016;Jack Reacher: Sem Retorno;Ficção;Estados Unidos;Estrangeiros;24/11/2016;Paramount;369;369;689873;9544507
